Label,# AAs,# PSMs,# Peptides,# Peptides (by Search Engine): Mascot,# Unique Peptides,Accession,Coverage [%],Description,Gene,MW [kDa],Score Mascot: Mascot
DKC1,514,1001,25,25,24,O60832,55,H/ACA ribonucleoprotein complex subunit DKC1 OS=Homo sapiens OX=9606 GN=DKC1 PE=1 SV=3,DKC1,57.6,25060
TUBB,444,774,24,24,5,P07437,73,Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2,TUBB,49.6,24558
RBM14,669,826,26,26,26,Q96PK6,45,RNA-binding protein 14 OS=Homo sapiens OX=9606 GN=RBM14 PE=1 SV=2,RBM14,69.4,24396
CD55,381,958,18,18,18,P08174,48,Complement decay-accelerating factor OS=Homo sapiens OX=9606 GN=CD55 PE=1 SV=4,CD55,41.4,24248
HP1BP3,553,876,25,25,25,Q5SSJ5,50,Heterochromatin protein 1-binding protein 3 OS=Homo sapiens OX=9606 GN=HP1BP3 PE=1 SV=1,HP1BP3,61.2,24122
RSL1D1,490,834,20,20,20,O76021,42,Ribosomal L1 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RSL1D1 PE=1 SV=3,RSL1D1,54.9,23947
RPL3,403,864,22,22,22,P39023,57,60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2,RPL3,46.1,23886
URB2,1524,834,44,44,44,Q14146,35,Unhealthy ribosome biogenesis protein 2 homolog OS=Homo sapiens OX=9606 GN=URB2 PE=1 SV=2,URB2,170.4,23850
HSPA9,679,749,32,32,31,P38646,48,"Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",HSPA9,73.6,23720
MYO1E,1108,882,46,46,46,Q12965,53,Unconventional myosin-Ie OS=Homo sapiens OX=9606 GN=MYO1E PE=1 SV=2,MYO1E,127.0,23690
RPL5,297,794,17,17,17,P46777,60,60S ribosomal protein L5 OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=3,RPL5,34.3,23663
HSPA5,654,728,27,27,25,P11021,47,Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2,HSPA5,72.3,23636
TMOD3,352,902,19,19,19,Q9NYL9,71,Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1,TMOD3,39.6,23626
SPECC1,1068,905,44,44,44,Q5M775,49,Cytospin-B OS=Homo sapiens OX=9606 GN=SPECC1 PE=1 SV=1,SPECC1,118.5,23549
U2AF2,475,861,14,14,14,P26368,52,Splicing factor U2AF 65 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=4,U2AF2,53.5,23240
MSH3,1137,949,58,58,57,P20585,62,DNA mismatch repair protein Msh3 OS=Homo sapiens OX=9606 GN=MSH3 PE=1 SV=4,MSH3,127.3,23094
RBM15,977,903,45,45,42,Q96T37,50,RNA-binding protein 15 OS=Homo sapiens OX=9606 GN=RBM15 PE=1 SV=2,RBM15,107.1,22943
TFAP2A,437,650,18,18,13,P05549,47,Transcription factor AP-2-alpha OS=Homo sapiens OX=9606 GN=TFAP2A PE=1 SV=1,TFAP2A,48.0,22878
RPLP0,317,840,19,19,19,P05388,64,60S acidic ribosomal protein P0 OS=Homo sapiens OX=9606 GN=RPLP0 PE=1 SV=1,RPLP0,34.3,22847
WDR36,951,786,35,35,35,Q8NI36,47,WD repeat-containing protein 36 OS=Homo sapiens OX=9606 GN=WDR36 PE=1 SV=1,WDR36,105.3,22829
DSP,2871,973,81,81,81,P15924,31,Desmoplakin OS=Homo sapiens OX=9606 GN=DSP PE=1 SV=3,DSP,331.6,22646
HNRNPH1,449,754,19,19,9,P31943,60,Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4,HNRNPH1,49.2,22529
FLNB,2602,928,76,76,68,O75369,41,Filamin-B OS=Homo sapiens OX=9606 GN=FLNB PE=1 SV=2,FLNB,278.0,22458
RPL7A,266,736,17,17,17,P62424,47,60S ribosomal protein L7a OS=Homo sapiens OX=9606 GN=RPL7A PE=1 SV=2,RPL7A,30.0,22363
GLYR1,553,627,20,20,20,Q49A26,43,Putative oxidoreductase GLYR1 OS=Homo sapiens OX=9606 GN=GLYR1 PE=1 SV=4,GLYR1,60.5,22297
GNAI3,354,678,15,15,9,P08754,58,Guanine nucleotide-binding protein G(i) subunit alpha-3 OS=Homo sapiens OX=9606 GN=GNAI3 PE=1 SV=3,GNAI3,40.5,22015
SAMD1,538,769,21,21,21,Q6SPF0,56,Sterile alpha motif domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SAMD1 PE=1 SV=1,SAMD1,56.0,21950
UACA,1416,887,57,57,57,Q9BZF9,44,Uveal autoantigen with coiled-coil domains and ankyrin repeats OS=Homo sapiens OX=9606 GN=UACA PE=1 SV=2,UACA,162.4,21947
GNAI2,355,743,19,19,13,P04899,63,Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens OX=9606 GN=GNAI2 PE=1 SV=3,GNAI2,40.4,21912
TUBB4B,445,719,24,24,2,P68371,73,Tubulin beta-4B chain OS=Homo sapiens OX=9606 GN=TUBB4B PE=1 SV=1,TUBB4B,49.8,21804
ALYREF,257,593,10,10,10,Q86V81,57,THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=3,ALYREF,26.9,21732
PUF60,559,773,25,25,25,Q9UHX1,57,Poly(U)-binding-splicing factor PUF60 OS=Homo sapiens OX=9606 GN=PUF60 PE=1 SV=1,PUF60,59.8,21674
HNRNPD,355,692,18,18,15,Q14103,40,Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1,HNRNPD,38.4,21645
UBTF,764,923,36,36,36,P17480,44,Nucleolar transcription factor 1 OS=Homo sapiens OX=9606 GN=UBTF PE=1 SV=1,UBTF,89.4,21617
TUBA1C,449,706,21,21,6,Q9BQE3,60,Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1,TUBA1C,49.9,21579
WRN,1432,885,62,62,62,Q14191,50,Werner syndrome ATP-dependent helicase OS=Homo sapiens OX=9606 GN=WRN PE=1 SV=2,WRN,162.4,21552
VIM,466,711,33,33,29,P08670,65,Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4,VIM,53.6,21413
SYNPO,929,705,22,22,22,Q8N3V7,36,Synaptopodin OS=Homo sapiens OX=9606 GN=SYNPO PE=1 SV=2,SYNPO,99.4,21076
SSBP1,148,677,9,9,9,Q04837,60,"Single-stranded DNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SSBP1 PE=1 SV=1",SSBP1,17.2,21045
MYO1B,1136,732,41,41,37,O43795,43,Unconventional myosin-Ib OS=Homo sapiens OX=9606 GN=MYO1B PE=1 SV=3,MYO1B,131.9,20871
SRSF2,221,531,8,8,6,Q01130,27,Serine/arginine-rich splicing factor 2 OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=4,SRSF2,25.5,20618
KNOP1,458,714,23,23,23,Q1ED39,54,Lysine-rich nucleolar protein 1 OS=Homo sapiens OX=9606 GN=KNOP1 PE=1 SV=1,KNOP1,51.6,20569
RPS4X,263,789,22,22,22,P62701,67,"40S ribosomal protein S4, X isoform OS=Homo sapiens OX=9606 GN=RPS4X PE=1 SV=2",RPS4X,29.6,20396
HNRNPC,306,709,17,17,17,P07910,53,Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=4,HNRNPC,33.7,20379
PPP1R9B,817,679,29,29,27,Q96SB3,46,Neurabin-2 OS=Homo sapiens OX=9606 GN=PPP1R9B PE=1 SV=3,PPP1R9B,89.3,20363
SRRM1,904,591,24,24,24,Q8IYB3,30,Serine/arginine repetitive matrix protein 1 OS=Homo sapiens OX=9606 GN=SRRM1 PE=1 SV=2,SRRM1,102.3,20133
ZC3H18,953,776,33,33,33,Q86VM9,41,Zinc finger CCCH domain-containing protein 18 OS=Homo sapiens OX=9606 GN=ZC3H18 PE=1 SV=2,ZC3H18,106.3,20086
DDX24,859,717,37,37,36,Q9GZR7,58,ATP-dependent RNA helicase DDX24 OS=Homo sapiens OX=9606 GN=DDX24 PE=1 SV=1,DDX24,96.3,19889
PCBP1,356,632,14,14,10,Q15365,66,Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606 GN=PCBP1 PE=1 SV=2,PCBP1,37.5,19866
KDM2B,1336,846,40,40,38,Q8NHM5,32,Lysine-specific demethylase 2B OS=Homo sapiens OX=9606 GN=KDM2B PE=1 SV=1,KDM2B,152.5,19595
CDK11B,795,769,36,36,36,P21127,49,Cyclin-dependent kinase 11B OS=Homo sapiens OX=9606 GN=CDK11B PE=1 SV=4,CDK11B,92.6,19492
RPL7,248,712,15,15,15,P18124,56,60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1,RPL7,29.2,19480
BRIX1,353,785,24,24,24,Q8TDN6,70,Ribosome biogenesis protein BRX1 homolog OS=Homo sapiens OX=9606 GN=BRIX1 PE=1 SV=2,BRIX1,41.4,19370
PABPC1,636,684,28,28,18,P11940,50,Polyadenylate-binding protein 1 OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=2,PABPC1,70.6,19314
PELP1,1130,674,25,25,25,Q8IZL8,38,"Proline-, glutamic acid- and leucine-rich protein 1 OS=Homo sapiens OX=9606 GN=PELP1 PE=1 SV=2",PELP1,119.6,19246
HLTF,1009,758,49,49,49,Q14527,56,Helicase-like transcription factor OS=Homo sapiens OX=9606 GN=HLTF PE=1 SV=2,HLTF,113.9,19238
MSH2,934,701,40,40,40,P43246,54,DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1,MSH2,104.7,19169
HNRNPL,589,720,22,22,22,P14866,57,Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=2,HNRNPL,64.1,19081
SCRIB,1630,735,50,50,50,Q14160,44,Protein scribble homolog OS=Homo sapiens OX=9606 GN=SCRIB PE=1 SV=5,SCRIB,174.8,19007
TJP2,1190,787,49,49,47,Q9UDY2,50,Tight junction protein ZO-2 OS=Homo sapiens OX=9606 GN=TJP2 PE=1 SV=2,TJP2,133.9,18926
GNAI1,354,599,14,14,8,P63096,51,Guanine nucleotide-binding protein G(i) subunit alpha-1 OS=Homo sapiens OX=9606 GN=GNAI1 PE=1 SV=2,GNAI1,40.3,18905
DDX50,737,669,33,33,31,Q9BQ39,61,ATP-dependent RNA helicase DDX50 OS=Homo sapiens OX=9606 GN=DDX50 PE=1 SV=1,DDX50,82.5,18871
DDX51,666,660,29,29,29,Q8N8A6,57,ATP-dependent RNA helicase DDX51 OS=Homo sapiens OX=9606 GN=DDX51 PE=1 SV=3,DDX51,72.4,18809
GNB1,340,488,12,12,6,P62873,56,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Homo sapiens OX=9606 GN=GNB1 PE=1 SV=3,GNB1,37.4,18752
H2AC7,130,810,11,11,2,P20671,66,Histone H2A type 1-D OS=Homo sapiens OX=9606 GN=H2AC7 PE=1 SV=2,H2AC7,14.1,18744
RPL12,165,478,11,11,11,P30050,72,60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1,RPL12,17.8,18640
ITPR3,2671,782,77,77,68,Q14573,39,"Inositol 1,4,5-trisphosphate receptor type 3 OS=Homo sapiens OX=9606 GN=ITPR3 PE=1 SV=2",ITPR3,303.9,18634
FTSJ3,847,615,29,29,29,Q8IY81,43,pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3 OS=Homo sapiens OX=9606 GN=FTSJ3 PE=1 SV=2,FTSJ3,96.5,18581
YBX1,324,602,16,16,13,P67809,58,Y-box-binding protein 1 OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=3,YBX1,35.9,18558
TUBA4A,448,618,20,20,6,P68366,60,Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A PE=1 SV=1,TUBA4A,49.9,18533
MFAP1,439,591,22,22,22,P55081,54,Microfibrillar-associated protein 1 OS=Homo sapiens OX=9606 GN=MFAP1 PE=1 SV=2,MFAP1,51.9,18514
RPL18,188,476,8,8,8,Q07020,38,60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=2,RPL18,21.6,18488
MYL6,151,518,7,7,4,P60660,54,Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=2,MYL6,16.9,18485
SF3B2,895,711,38,38,38,Q13435,49,Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=2,SF3B2,100.2,18455
GNB2,340,499,13,13,5,P62879,58,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Homo sapiens OX=9606 GN=GNB2 PE=1 SV=3,GNB2,37.3,18309
RPL6,288,630,18,18,18,Q02878,52,60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3,RPL6,32.7,17860
ILF2,390,565,19,19,19,Q12905,69,Interleukin enhancer-binding factor 2 OS=Homo sapiens OX=9606 GN=ILF2 PE=1 SV=2,ILF2,43.0,17832
RBMXL1,390,735,18,18,2,Q96E39,40,"RNA binding motif protein, X-linked-like-1 OS=Homo sapiens OX=9606 GN=RBMXL1 PE=1 SV=1",RBMXL1,42.1,17766
RPS3A,264,641,18,18,18,P61247,63,40S ribosomal protein S3a OS=Homo sapiens OX=9606 GN=RPS3A PE=1 SV=2,RPS3A,29.9,17744
TPM4,248,752,25,25,9,P67936,66,Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=3,TPM4,28.5,17731
DDX52,599,626,24,24,23,Q9Y2R4,51,Probable ATP-dependent RNA helicase DDX52 OS=Homo sapiens OX=9606 GN=DDX52 PE=1 SV=4,DDX52,67.4,17716
KRT7,469,572,30,30,23,P08729,58,"Keratin, type II cytoskeletal 7 OS=Homo sapiens OX=9606 GN=KRT7 PE=1 SV=5",KRT7,51.4,17652
GNB4,340,658,12,12,6,Q9HAV0,38,Guanine nucleotide-binding protein subunit beta-4 OS=Homo sapiens OX=9606 GN=GNB4 PE=1 SV=3,GNB4,37.5,17634
HNRNPA0,305,476,10,10,9,Q13151,48,Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens OX=9606 GN=HNRNPA0 PE=1 SV=1,HNRNPA0,30.8,17579
H1-4,219,625,10,10,2,P10412,34,Histone H1.4 OS=Homo sapiens OX=9606 GN=H1-4 PE=1 SV=2,H1-4,21.9,17452
FLOT2,428,540,23,23,23,Q14254,61,Flotillin-2 OS=Homo sapiens OX=9606 GN=FLOT2 PE=1 SV=2,FLOT2,47.0,17342
DEK,375,654,19,19,19,P35659,51,Protein DEK OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=1,DEK,42.6,17332
RPL30,115,508,10,10,10,P62888,77,60S ribosomal protein L30 OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=2,RPL30,12.8,17024
UTP18,556,461,20,20,20,Q9Y5J1,51,U3 small nucleolar RNA-associated protein 18 homolog OS=Homo sapiens OX=9606 GN=UTP18 PE=1 SV=3,UTP18,62.0,16973
PWP2,919,592,30,30,30,Q15269,41,Periodic tryptophan protein 2 homolog OS=Homo sapiens OX=9606 GN=PWP2 PE=1 SV=2,PWP2,102.4,16874
ELAVL1,326,462,13,13,13,Q15717,51,ELAV-like protein 1 OS=Homo sapiens OX=9606 GN=ELAVL1 PE=1 SV=2,ELAVL1,36.1,16826
EFTUD2,972,753,43,43,43,Q15029,64,116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens OX=9606 GN=EFTUD2 PE=1 SV=1,EFTUD2,109.4,16791
RPS8,208,488,11,11,11,P62241,58,40S ribosomal protein S8 OS=Homo sapiens OX=9606 GN=RPS8 PE=1 SV=2,RPS8,24.2,16679
NOC2L,749,642,24,24,24,Q9Y3T9,40,Nucleolar complex protein 2 homolog OS=Homo sapiens OX=9606 GN=NOC2L PE=1 SV=4,NOC2L,84.9,16481
ALB,609,479,13,13,13,P02768,19,Albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=2,ALB,69.3,16469
GNL3,549,581,21,21,20,Q9BVP2,47,Guanine nucleotide-binding protein-like 3 OS=Homo sapiens OX=9606 GN=GNL3 PE=1 SV=2,GNL3,62.0,16424
TFCP2,502,637,22,22,20,Q12800,53,Alpha-globin transcription factor CP2 OS=Homo sapiens OX=9606 GN=TFCP2 PE=1 SV=2,TFCP2,57.2,16316
H3-7,136,1000,8,8,2,Q5TEC6,46,Histone H3-7 OS=Homo sapiens OX=9606 GN=H3-7 PE=1 SV=1,H3-7,15.4,16259
U2SURP,1029,574,36,36,35,O15042,52,U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens OX=9606 GN=U2SURP PE=1 SV=2,U2SURP,118.2,16127
RNPS1,305,533,8,8,8,Q15287,39,RNA-binding protein with serine-rich domain 1 OS=Homo sapiens OX=9606 GN=RNPS1 PE=1 SV=1,RNPS1,34.2,16055
HSPD1,573,511,27,27,27,P10809,61,"60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2",HSPD1,61.0,16036
MECP2,486,519,19,19,19,P51608,51,Methyl-CpG-binding protein 2 OS=Homo sapiens OX=9606 GN=MECP2 PE=1 SV=1,MECP2,52.4,16032
JUP,745,454,30,30,30,P14923,58,Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3,JUP,81.7,16030
RPS3,243,599,21,21,21,P23396,82,40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2,RPS3,26.7,15846
NHP2,153,342,5,5,5,Q9NX24,53,H/ACA ribonucleoprotein complex subunit 2 OS=Homo sapiens OX=9606 GN=NHP2 PE=1 SV=1,NHP2,17.2,15727
APTX,356,644,17,17,17,Q7Z2E3,59,Aprataxin OS=Homo sapiens OX=9606 GN=APTX PE=1 SV=2,APTX,40.7,15709
H1-2,213,601,10,10,2,P16403,35,Histone H1.2 OS=Homo sapiens OX=9606 GN=H1-2 PE=1 SV=2,H1-2,21.4,15701
RPL13,211,516,13,13,13,P26373,41,60S ribosomal protein L13 OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=4,RPL13,24.2,15690
NOL6,1146,515,29,29,29,Q9H6R4,30,Nucleolar protein 6 OS=Homo sapiens OX=9606 GN=NOL6 PE=1 SV=2,NOL6,127.5,15647
WDR76,626,583,25,25,25,Q9H967,48,WD repeat-containing protein 76 OS=Homo sapiens OX=9606 GN=WDR76 PE=1 SV=2,WDR76,69.7,15363
RACGAP1,632,731,27,27,27,Q9H0H5,53,Rac GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RACGAP1 PE=1 SV=1,RACGAP1,71.0,15340
CD109,1445,530,30,30,30,Q6YHK3,26,CD109 antigen OS=Homo sapiens OX=9606 GN=CD109 PE=1 SV=2,CD109,161.6,15330
FLOT1,427,494,25,25,25,O75955,70,Flotillin-1 OS=Homo sapiens OX=9606 GN=FLOT1 PE=1 SV=3,FLOT1,47.3,15193
RMI1,625,589,21,21,21,Q9H9A7,54,RecQ-mediated genome instability protein 1 OS=Homo sapiens OX=9606 GN=RMI1 PE=1 SV=3,RMI1,70.1,15184
NOC3L,800,650,32,32,32,Q8WTT2,46,Nucleolar complex protein 3 homolog OS=Homo sapiens OX=9606 GN=NOC3L PE=1 SV=1,NOC3L,92.5,15135
HNRNPF,415,494,14,14,12,P52597,46,Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3,HNRNPF,45.6,15082
GNAS,1037,515,17,17,16,Q5JWF2,19,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Homo sapiens OX=9606 GN=GNAS PE=1 SV=2,GNAS,111.0,15065
PABPC4,644,552,25,25,15,Q13310,43,Polyadenylate-binding protein 4 OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1,PABPC4,70.7,15054
ZC3HAV1,902,431,31,31,31,Q7Z2W4,46,Zinc finger CCCH-type antiviral protein 1 OS=Homo sapiens OX=9606 GN=ZC3HAV1 PE=1 SV=3,ZC3HAV1,101.4,15022
DDX27,796,574,27,27,27,Q96GQ7,38,Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens OX=9606 GN=DDX27 PE=1 SV=2,DDX27,89.8,14936
RIF1,2472,679,62,62,62,Q5UIP0,30,Telomere-associated protein RIF1 OS=Homo sapiens OX=9606 GN=RIF1 PE=1 SV=2,RIF1,274.3,14908
ARHGEF2,986,547,38,38,38,Q92974,48,Rho guanine nucleotide exchange factor 2 OS=Homo sapiens OX=9606 GN=ARHGEF2 PE=1 SV=4,ARHGEF2,111.5,14873
DHX33,707,548,27,27,27,Q9H6R0,40,ATP-dependent RNA helicase DHX33 OS=Homo sapiens OX=9606 GN=DHX33 PE=1 SV=2,DHX33,78.8,14851
LUC7L2,392,612,21,21,15,Q9Y383,51,Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens OX=9606 GN=LUC7L2 PE=1 SV=2,LUC7L2,46.5,14834
JUNB,347,453,12,12,12,P17275,53,Transcription factor JunB OS=Homo sapiens OX=9606 GN=JUNB PE=1 SV=1,JUNB,35.9,14771
EBNA1BP2,306,572,15,15,15,Q99848,42,Probable rRNA-processing protein EBP2 OS=Homo sapiens OX=9606 GN=EBNA1BP2 PE=1 SV=2,EBNA1BP2,34.8,14691
RPL10A,217,640,11,11,11,P62906,47,60S ribosomal protein L10a OS=Homo sapiens OX=9606 GN=RPL10A PE=1 SV=2,RPL10A,24.8,14686
FXR1,621,425,21,21,20,P51114,41,Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3,FXR1,69.7,14661
UBP1,540,534,23,23,21,Q9NZI7,57,Upstream-binding protein 1 OS=Homo sapiens OX=9606 GN=UBP1 PE=1 SV=1,UBP1,60.5,14634
DAPK3,454,550,21,21,21,O43293,56,Death-associated protein kinase 3 OS=Homo sapiens OX=9606 GN=DAPK3 PE=1 SV=1,DAPK3,52.5,14624
CCDC86,360,616,19,19,19,Q9H6F5,47,Coiled-coil domain-containing protein 86 OS=Homo sapiens OX=9606 GN=CCDC86 PE=1 SV=1,CCDC86,40.2,14444
LZTS2,669,508,30,30,28,Q9BRK4,53,Leucine zipper putative tumor suppressor 2 OS=Homo sapiens OX=9606 GN=LZTS2 PE=1 SV=2,LZTS2,72.7,14412
ZFR,1074,522,27,27,27,Q96KR1,35,Zinc finger RNA-binding protein OS=Homo sapiens OX=9606 GN=ZFR PE=1 SV=2,ZFR,116.9,14342
HMGA1,107,463,6,6,6,P17096,44,High mobility group protein HMG-I/HMG-Y OS=Homo sapiens OX=9606 GN=HMGA1 PE=1 SV=3,HMGA1,11.7,14196
HNRNPUL1,856,589,26,26,25,Q9BUJ2,41,Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV=2,HNRNPUL1,95.7,14153
RPS6,249,427,11,11,11,P62753,36,40S ribosomal protein S6 OS=Homo sapiens OX=9606 GN=RPS6 PE=1 SV=1,RPS6,28.7,14103
TEX10,929,616,32,32,32,Q9NXF1,39,Testis-expressed protein 10 OS=Homo sapiens OX=9606 GN=TEX10 PE=1 SV=2,TEX10,105.6,14011
KRI1,703,416,23,23,23,Q8N9T8,40,Protein KRI1 homolog OS=Homo sapiens OX=9606 GN=KRI1 PE=1 SV=3,KRI1,82.5,14009
PEX14,377,531,18,18,18,O75381,66,Peroxisomal membrane protein PEX14 OS=Homo sapiens OX=9606 GN=PEX14 PE=1 SV=1,PEX14,41.2,13944
RPLP2,115,344,7,7,6,P05387,91,60S acidic ribosomal protein P2 OS=Homo sapiens OX=9606 GN=RPLP2 PE=1 SV=1,RPLP2,11.7,13908
RPA2,270,586,8,8,8,P15927,46,Replication protein A 32 kDa subunit OS=Homo sapiens OX=9606 GN=RPA2 PE=1 SV=1,RPA2,29.2,13836
TPRN,711,517,26,26,26,Q4KMQ1,56,Taperin OS=Homo sapiens OX=9606 GN=TPRN PE=1 SV=2,TPRN,75.5,13764
STOM,288,356,13,13,13,P27105,61,Stomatin OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=3,STOM,31.7,13764
SRSF7,238,679,16,16,15,Q16629,44,Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1,SRSF7,27.4,13740
RPS10,165,624,12,12,11,P46783,58,40S ribosomal protein S10 OS=Homo sapiens OX=9606 GN=RPS10 PE=1 SV=1,RPS10,18.9,13679
ADAR,1226,564,33,33,33,P55265,30,Double-stranded RNA-specific adenosine deaminase OS=Homo sapiens OX=9606 GN=ADAR PE=1 SV=4,ADAR,136.0,13642
SF3A1,793,591,29,29,29,Q15459,41,Splicing factor 3A subunit 1 OS=Homo sapiens OX=9606 GN=SF3A1 PE=1 SV=1,SF3A1,88.8,13533
HNRNPUL2,747,534,34,34,34,Q1KMD3,47,Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens OX=9606 GN=HNRNPUL2 PE=1 SV=1,HNRNPUL2,85.1,13469
POLB,335,558,23,23,22,P06746,71,DNA polymerase beta OS=Homo sapiens OX=9606 GN=POLB PE=1 SV=3,POLB,38.2,13396
SAFB,915,545,26,26,15,Q15424,36,Scaffold attachment factor B1 OS=Homo sapiens OX=9606 GN=SAFB PE=1 SV=4,SAFB,102.6,13289
KRT18,430,495,21,21,20,P05783,53,"Keratin, type I cytoskeletal 18 OS=Homo sapiens OX=9606 GN=KRT18 PE=1 SV=2",KRT18,48.0,13288
DDX31,851,536,25,25,25,Q9H8H2,37,Probable ATP-dependent RNA helicase DDX31 OS=Homo sapiens OX=9606 GN=DDX31 PE=1 SV=2,DDX31,94.0,13259
DDX41,622,576,33,33,33,Q9UJV9,62,Probable ATP-dependent RNA helicase DDX41 OS=Homo sapiens OX=9606 GN=DDX41 PE=1 SV=2,DDX41,69.8,13245
SRSF9,221,588,18,18,16,Q13242,69,Serine/arginine-rich splicing factor 9 OS=Homo sapiens OX=9606 GN=SRSF9 PE=1 SV=1,SRSF9,25.5,13173
PURB,312,481,19,19,16,Q96QR8,75,Transcriptional activator protein Pur-beta OS=Homo sapiens OX=9606 GN=PURB PE=1 SV=3,PURB,33.2,13125
DSG2,1118,472,25,25,25,Q14126,33,Desmoglein-2 OS=Homo sapiens OX=9606 GN=DSG2 PE=1 SV=2,DSG2,122.2,13069
TPM3,285,626,20,20,4,P06753,39,Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=2,TPM3,32.9,13066
ZNF106,1883,384,30,30,30,Q9H2Y7,22,Zinc finger protein 106 OS=Homo sapiens OX=9606 GN=ZNF106 PE=1 SV=1,ZNF106,208.8,13025
EFHD2,240,414,14,14,13,Q96C19,52,EF-hand domain-containing protein D2 OS=Homo sapiens OX=9606 GN=EFHD2 PE=1 SV=1,EFHD2,26.7,12986
EIF4A3,411,536,24,24,22,P38919,68,Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4,EIF4A3,46.8,12977
RRP12,1297,679,45,45,45,Q5JTH9,45,RRP12-like protein OS=Homo sapiens OX=9606 GN=RRP12 PE=1 SV=2,RRP12,143.6,12934
